version,build,date,bullet_text,patch_id,bullet_idx_in_patch,bullet_id
2.5.0,69713,"December 11, 2025",Increased the potency of experience orbs that spawn from any Undercity run before level 60.,2.5.0_69713,272,2.5.0_69713_272
2.5.0,69713,"December 11, 2025",The chance to find pre-torment Tributes has been reduced.,2.5.0_69713,273,2.5.0_69713_273
2.5.0,69713,"December 11, 2025",Fixed an issue where the rank 5 Protector Thorns damage bonus was being applied less than intended.,2.5.0_69713,274,2.5.0_69713_274
2.5.0,69713,"December 11, 2025",Fixed an issue where Touch of Death didn't spawn a swarm if the target was killed by the initial strike damage.,2.5.0_69713,275,2.5.0_69713_275
2.5.0,69713,"December 11, 2025",Fixed an issue where Poised Touch of Death did not get applied when a Core Skill hit twice.,2.5.0_69713,276,2.5.0_69713_276
2.5.0,69713,"December 11, 2025",Fixed an issue where the Convergency Legendary Node didn't scale properly with the Canny Glyph's legendary bonus.,2.5.0_69713,277,2.5.0_69713_277
2.5.0,69713,"December 11, 2025",Fixed an issue where the Drive Paragon Node could scale damage higher than intended.,2.5.0_69713,278,2.5.0_69713_278
2.5.0,69713,"December 11, 2025",Fixed an issue where the Unyielding Hits Aspect didn't increase the damage of the Centipede Main Hall effect as expected.,2.5.0_69713,279,2.5.0_69713_279
2.5.0,69713,"December 11, 2025",Fixed an issue where Hesha E Kesungi would display as having one more Greater Affix than it had.,2.5.0_69713,280,2.5.0_69713_280
2.5.0,69713,"December 11, 2025",Fixed an issue where Aspect of Fleet Wings could occasionally not grant Unhindered.,2.5.0_69713,281,2.5.0_69713_281
2.5.0,69713,"December 11, 2025",Fixed an issue where Aspect of Fleet Wings could snapshot the damage buff from Unrestrained Power.,2.5.0_69713,282,2.5.0_69713_282
2.5.0,69713,"December 11, 2025",Fixed an issue where bonus Armor and Thorns gained from the Bruiser's Aspect did not display while in town.,2.5.0_69713,283,2.5.0_69713_283
2.5.0,69713,"December 11, 2025",Fixed an issue where Xal Rune would occasionally not properly maintain your current Life percentage when it triggered.,2.5.0_69713,284,2.5.0_69713_284
2.5.0,69713,"December 11, 2025",Fixed an issue where Moni Rune would reset its counter when Weapon Swapping.,2.5.0_69713,285,2.5.0_69713_285
2.5.0,69713,"December 11, 2025",Fixed an issue where Jah rune's Teleport would Teleport you in a random direction while using The Oculus.,2.5.0_69713,286,2.5.0_69713_286
2.5.0,69713,"December 11, 2025",Fixed an issue where Subo's Bargaining Chips passive did not properly increase Overpower damage.,2.5.0_69713,287,2.5.0_69713_287
2.5.0,69713,"December 11, 2025",Fixed an issue where Subo's Ambusher Passive did not properly grant bonus Lucky Hit Chance.,2.5.0_69713,288,2.5.0_69713_288
2.5.0,69713,"December 11, 2025",Fixed an issue where Subo's Loaded Munitions did not consistently apply Vulnerable.,2.5.0_69713,289,2.5.0_69713_289
2.5.0,69713,"December 11, 2025",Fixed an issue where instances of Raze the Effigies and Cull the Wicked events couldn’t be completed in some Nahantu areas.,2.5.0_69713,290,2.5.0_69713_290
2.5.0,69713,"December 11, 2025",Fixed an issue where Ehecatl would disappear upon casting a Lightning Totem during the Bonded Destiny Quest.,2.5.0_69713,291,2.5.0_69713_291
2.5.0,69713,"December 11, 2025",Fixed an issue where Undercity portals could fail to open when using certain Tribute and Bargain combinations.,2.5.0_69713,292,2.5.0_69713_292
2.5.0,69713,"December 11, 2025",Fixed an issue where Darm The Bloom Warden in Chakhir wouldn't engage in combat with the player.,2.5.0_69713,293,2.5.0_69713_293
2.5.0,69713,"December 11, 2025",+51-65 All Stats,2.5.0_69713,294,2.5.0_69713_294
2.5.0,69713,"December 11, 2025",+424-457 Maximum Life,2.5.0_69713,295,2.5.0_69713_295
2.5.0,69713,"December 11, 2025",8.1-8.8% Cooldown Reduction,2.5.0_69713,296,2.5.0_69713_296
2.5.0,69713,"December 11, 2025",+2-3 to Brawling Skills,2.5.0_69713,297,2.5.0_69713_297
2.5.0,69713,"December 11, 2025","Casting a damaging Brawling Skill disables it afterwards. When all of these Skills that are on your Action Bar are disabled, they become re-enabled with their Cooldowns refreshed. Your Brawling Skills deal 50-100%[x] increased damage for each disabled Skill.",2.5.0_69713,298,2.5.0_69713_298
2.5.0,69713,"December 11, 2025",Lord Zir,2.5.0_69713,299,2.5.0_69713_299
2.5.0,69713,"December 11, 2025",Inherent: Attacks Reduce Evade's Cooldown by 0.5 Seconds,2.5.0_69713,300,2.5.0_69713_300
2.5.0,69713,"December 11, 2025",+1-2 Ranks of Endless Tempest +16.5-25.0% Movement Speed,2.5.0_69713,301,2.5.0_69713_301
2.5.0,69713,"December 11, 2025",+41.5-55.0% Crowd Control Duration,2.5.0_69713,302,2.5.0_69713_302
2.5.0,69713,"December 11, 2025",16-25% Nature Magic Cooldown Reduction,2.5.0_69713,303,2.5.0_69713_303
2.5.0,69713,"December 11, 2025",+2-3 to Bad Omen,2.5.0_69713,304,2.5.0_69713_304
2.5.0,69713,"December 11, 2025","Damaging 150-100 Enemies with Nature Magic Skills grants maximum Movement Speed and Unhindered for 4-8 seconds. Enemies you run through are Immobilized for 1 second. Damaging 200-100 Enemies with Storm Skills grants a charge. Casting any Defensive Skill will grant Max Movement Speed and Unhindered for 1 second for each charge used. While Charged, enemies you run into are Immobilized for 1 second.",2.5.0_69713,305,2.5.0_69713_305
2.5.0,69713,"December 11, 2025","Grigoire, the Galvanic Saint",2.5.0_69713,306,2.5.0_69713_306
2.5.0,69713,"December 11, 2025",Inherent Affix: 10% Attack Speed,2.5.0_69713,307,2.5.0_69713_307
2.5.0,69713,"December 11, 2025",+80-94 Intelligence,2.5.0_69713,308,2.5.0_69713_308
2.5.0,69713,"December 11, 2025",+521-561 Maximum Life,2.5.0_69713,309,2.5.0_69713_309
2.5.0,69713,"December 11, 2025",+36.5-50% Chance for Golem to Hit Twice,2.5.0_69713,310,2.5.0_69713_310
2.5.0,69713,"December 11, 2025",+1-2 Golem Mastery,2.5.0_69713,311,2.5.0_69713_311
2.5.0,69713,"December 11, 2025",You raise 3 smaller Golems that each deal 40-60% of normal damage and gain 30%[+] Attack Speed. Your Golems respawn 50% faster.,2.5.0_69713,312,2.5.0_69713_312
2.5.0,69713,"December 11, 2025",Best in Ice,2.5.0_69713,313,2.5.0_69713_313
2.5.0,69713,"December 11, 2025",Inherent: +15% Dodge Chance while Channeling Dance of Knives,2.5.0_69713,314,2.5.0_69713_314
2.5.0,69713,"December 11, 2025",+9.0-11.0% Critical Strike Chance,2.5.0_69713,315,2.5.0_69713_315
2.5.0,69713,"December 11, 2025",+16.0-25.0% Movement Speed,2.5.0_69713,316,2.5.0_69713_316
2.5.0,69713,"December 11, 2025",+2-3 to Dance of Knives,2.5.0_69713,317,2.5.0_69713_317
2.5.0,69713,"December 11, 2025",+62.5-85.0% Agility Damage,2.5.0_69713,318,2.5.0_69713_318
2.5.0,69713,"December 11, 2025","Dance of Knives drops knives from enemies hit. Picking them up grants you 1 Charge and increases your Dance of Knives damage by 10-20% for 6 seconds, stacking up to 3 times.",2.5.0_69713,319,2.5.0_69713_319
2.5.0,69713,"December 11, 2025",Andariel,2.5.0_69713,320,2.5.0_69713_320
2.5.0,69713,"December 11, 2025",+99-113 Intelligence,2.5.0_69713,321,2.5.0_69713_321
2.5.0,69713,"December 11, 2025",+424-457 Maximum Life,2.5.0_69713,322,2.5.0_69713_322
2.5.0,69713,"December 11, 2025",+57.0-75.0% Non-Physical Damage,2.5.0_69713,323,2.5.0_69713_323
2.5.0,69713,"December 11, 2025",+3-4 to Core Skills,2.5.0_69713,324,2.5.0_69713_324
2.5.0,69713,"December 11, 2025","For each Defensive Skill not on your Action Bar, you deal 20-40% increased damage and gain its associated Enchantment effect.",2.5.0_69713,325,2.5.0_69713_325
2.5.0,69713,"December 11, 2025","Previous: Gain 60 Maximum Resource. When taking damage, 75% is Drained as 2 Resource for every 1% of Maximum Life you would have lost.",2.5.0_69713,326,2.5.0_69713_326
2.5.0,69713,"December 11, 2025","Now: Damage is dealt to your Primary Resource before Life and damage taken this way is drastically reduced. Your Primary Resource is doubled but Maximum Life is reduced by 75%. Each point in your Primary Stat increases your Primary Resource by 3%[+] but you have 75% reduced life. Any damage you would take is dealt to your Primary Resource before your life. If you have not taken damage in 6 seconds, your Resource regenerates to full over 3 seconds.",2.5.0_69713,327,2.5.0_69713_327
2.5.0,69713,"December 11, 2025",Resource Generation increased from 15% to 50% 100% .,2.5.0_69713,328,2.5.0_69713_328
2.5.0,69713,"December 11, 2025",Damage Reduction affix replaced with +% of primary stat.,2.5.0_69713,329,2.5.0_69713_329
2.5.0,69713,"December 11, 2025",Damage over time duration increased from 44% to 111%.,2.5.0_69713,330,2.5.0_69713_330
2.5.0,69713,"December 11, 2025",Maximum Resistance per element replaced with 20-40% Resistance per element.,2.5.0_69713,331,2.5.0_69713_331
2.5.0,69713,"December 11, 2025",Maximum Resistance to All Elements affix replaced with All Resistance %.,2.5.0_69713,332,2.5.0_69713_332
2.5.0,69713,"December 11, 2025",All Resistance updated to 80 All Resistance.,2.5.0_69713,333,2.5.0_69713_333
2.5.0,69713,"December 11, 2025",Maximum Resistance affix replaced with Resistance % affix.,2.5.0_69713,334,2.5.0_69713_334
2.5.0,69713,"December 11, 2025",Inherent Poison Resistance affix removed.,2.5.0_69713,335,2.5.0_69713_335
2.5.0,69713,"December 11, 2025",Maximum Poison Resistance affix replaced with 666 Poison Resistance affix.,2.5.0_69713,336,2.5.0_69713_336
2.5.0,69713,"December 11, 2025",Damage Reduction while Healthy affix replaced with Armor affix.,2.5.0_69713,337,2.5.0_69713_337
2.5.0,69713,"December 11, 2025",Damage Reduction while you have a Barrier increased from 10-30% to 20-40%.,2.5.0_69713,338,2.5.0_69713_338
2.5.0,69713,"December 11, 2025",Maximum Life % affix replaced with Maximum Life affix.,2.5.0_69713,339,2.5.0_69713_339
2.5.0,69713,"December 11, 2025",Damage Reduction while Healthy affix replaced with Armor % affix.,2.5.0_69713,340,2.5.0_69713_340
2.5.0,69713,"December 11, 2025",Maximum Life affix replaced with Critical Strike Chance affix.,2.5.0_69713,341,2.5.0_69713_341
2.5.0,69713,"December 11, 2025",Damage Reduction while Unstoppable affix replaced with Attack Speed affix.,2.5.0_69713,342,2.5.0_69713_342
2.5.0,69713,"December 11, 2025",Resource gain when becoming Unstoppable increased from 50 to 100.,2.5.0_69713,343,2.5.0_69713_343
2.5.0,69713,"December 11, 2025",Inherent Evade grants Movement Speed affix removed.,2.5.0_69713,344,2.5.0_69713_344
2.5.0,69713,"December 11, 2025",Damage Reduction from Close affix replaced with Life affix.,2.5.0_69713,345,2.5.0_69713_345
2.5.0,69713,"December 11, 2025",Lightning Resistance affix replaced with All Resistance affix.,2.5.0_69713,346,2.5.0_69713_346
2.5.0,69713,"December 11, 2025",Maximum Life % affix replaced with Life affix.,2.5.0_69713,347,2.5.0_69713_347
2.5.0,69713,"December 11, 2025","Renamed to ""Of Elemental Fate"".",2.5.0_69713,348,2.5.0_69713_348
2.5.0,69713,"December 11, 2025","Fire, Lightning, and Physical.",2.5.0_69713,349,2.5.0_69713_349
2.5.0,69713,"December 11, 2025","Cold, Poison, and Shadow.",2.5.0_69713,350,2.5.0_69713_350
2.5.0,69713,"December 11, 2025","Fire, Lightning, and Physical.",2.5.0_69713,351,2.5.0_69713_351
2.5.0,69713,"December 11, 2025","Cold, Poison, and Shadow.",2.5.0_69713,352,2.5.0_69713_352
2.5.0,69713,"December 11, 2025","Fate can favor you granting the same bonus more than once, stacking up to 6 times. At Maximum, it's your lucky day!",2.5.0_69713,353,2.5.0_69713_353
2.5.0,69713,"December 11, 2025",Reduced its frequency in extreme situations.,2.5.0_69713,354,2.5.0_69713_354
2.5.0,69713,"December 11, 2025",Chance for Thorns to activate explosions increased from 25-45% to 40-60%.,2.5.0_69713,355,2.5.0_69713_355
2.5.0,69713,"December 11, 2025",Fortify reduced from 5-10% to 2-3% of Maximum Life.,2.5.0_69713,356,2.5.0_69713_356
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,357,2.5.0_69713_357
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,358,2.5.0_69713_358
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,359,2.5.0_69713_359
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,360,2.5.0_69713_360
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,361,2.5.0_69713_361
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,362,2.5.0_69713_362
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,363,2.5.0_69713_363
2.5.0,69713,"December 11, 2025",The rank 10 Weapon Expertise bonus now also applies when equipped to the Weapon Technique Slot.,2.5.0_69713,364,2.5.0_69713_364
2.5.0,69713,"December 11, 2025",Damage increased from 60% to 100%.,2.5.0_69713,365,2.5.0_69713_365
2.5.0,69713,"December 11, 2025","Previous: Kick is now also a Core Skill. If Kick damages an enemy, it consumes all of your Fury and deals an additional 25% damage per 10 Fury spent. Kick no longer Knocks Back enemies.",2.5.0_69713,366,2.5.0_69713_366
2.5.0,69713,"December 11, 2025","Now: Kick is now also a Core Skill. If Kick damages an enemy, it consumes up to 500 Fury and deals an additional 25%[x] damage per 20 Fury spent. Kick no longer Knocks Back enemies.",2.5.0_69713,367,2.5.0_69713_367
2.5.0,69713,"December 11, 2025",Increased collide damage from 54% to 100%.,2.5.0_69713,368,2.5.0_69713_368
2.5.0,69713,"December 11, 2025",Now scales with Attack Speed.,2.5.0_69713,369,2.5.0_69713_369
2.5.0,69713,"December 11, 2025",Can now be cancelled slightly earlier with another skill.,2.5.0_69713,370,2.5.0_69713_370
2.5.0,69713,"December 11, 2025","Previous: Steel yourself, gaining a Barrier that absorbs 50% of your missing Life for 5 seconds.",2.5.0_69713,371,2.5.0_69713_371
2.5.0,69713,"December 11, 2025","Now: Steel yourself, increasing only your Maximum Life by 30% and gaining a Barrier that absorbs 80% of your missing Life for 5 seconds.",2.5.0_69713,372,2.5.0_69713_372
2.5.0,69713,"December 11, 2025",Previous: Ground Stomp generates 60 Fury and has a 2 second increased Stun duration.,2.5.0_69713,373,2.5.0_69713_373
2.5.0,69713,"December 11, 2025",Now: Ground Stomp generates 60 Fury and Pulls in enemies.,2.5.0_69713,374,2.5.0_69713_374
2.5.0,69713,"December 11, 2025",Duration increased from 6 to 10 seconds.,2.5.0_69713,375,2.5.0_69713_375
2.5.0,69713,"December 11, 2025",Two-Handed Bludgeoning damage increased from 75% to 150%.,2.5.0_69713,376,2.5.0_69713_376
2.5.0,69713,"December 11, 2025",Two-Handed Slashing initial damage increased from 20% to 40%.,2.5.0_69713,377,2.5.0_69713_377
2.5.0,69713,"December 11, 2025",Two-Handed Slashing bleeding damage increased from 120% to 240%.,2.5.0_69713,378,2.5.0_69713_378
2.5.0,69713,"December 11, 2025",Dual Wield damage increased from 43% to 86%.,2.5.0_69713,379,2.5.0_69713_379
2.5.0,69713,"December 11, 2025",Fortify reduced from 20% to 10% of Maximum Life.,2.5.0_69713,380,2.5.0_69713_380
2.5.0,69713,"December 11, 2025",Fortify reduced from 30% to 10% of Maximum Life.,2.5.0_69713,381,2.5.0_69713_381
2.5.0,69713,"December 11, 2025",Fortify reduced from 15% to 8% of Maximum Life.,2.5.0_69713,382,2.5.0_69713_382
2.5.0,69713,"December 11, 2025","Previous: Rallying Cry grants you 10% Maximum Life as Fortify. While Rallying Cry is active, you gain an additional 2% Maximum Life as Fortify each time you take or deal direct damage.",2.5.0_69713,383,2.5.0_69713_383
2.5.0,69713,"December 11, 2025","Now: While Rallying Cry is active, gain 1% Maximum Life as Fortify every second.",2.5.0_69713,384,2.5.0_69713_384
2.5.0,69713,"December 11, 2025","Previous: While you have Fortify for over 50% of your Maximum Life, you deal 4% increased damage.",2.5.0_69713,385,2.5.0_69713_385
2.5.0,69713,"December 11, 2025","Now: While Fortified, deal 4% increased damage.",2.5.0_69713,386,2.5.0_69713_386
2.5.0,69713,"December 11, 2025","Previous: While Fortified, you gain an additional 2% Damage Reduction and you Heal for .5% Maximum Life every second.",2.5.0_69713,387,2.5.0_69713_387
2.5.0,69713,"December 11, 2025","Now: While Fortified, gain 3% Damage Reduction.",2.5.0_69713,388,2.5.0_69713_388
2.5.0,69713,"December 11, 2025",Fortify reduced from 10% to 3% of Maximum Life.,2.5.0_69713,389,2.5.0_69713_389
2.5.0,69713,"December 11, 2025",Fortify reduced from .6% to .1% of Maximum Life.,2.5.0_69713,390,2.5.0_69713_390
2.5.0,69713,"December 11, 2025","Previous: Each time a Core Skill deals direct damage to an enemy, your next Charge, Leap, or Kick deals 4-10%[x] increased damage, up to 20-50%[x].",2.5.0_69713,391,2.5.0_69713_391
2.5.0,69713,"December 11, 2025","Now: Each time a Brawling Skill deals direct damage to an enemy, your Charge, Leap, or Kick deals 4-10%[x] increased damage for 5 seconds, up to 20-50%[x].",2.5.0_69713,392,2.5.0_69713_392
2.5.0,69713,"December 11, 2025","Previous: Whirlwind's Critical Strike Chance and Critical Strike Damage are increased by 6-10%[x] for each second it is channeled, up to 28-50%[x].",2.5.0_69713,393,2.5.0_69713_393
2.5.0,69713,"December 11, 2025","Now: Whirlwind's Critical Strike Chance and Critical Strike Damage are increased by 6-10%[x] for each second it is channeled, up to 28-50%[x]. This bonus persists for 5 seconds after Whirlwind ends.",2.5.0_69713,394,2.5.0_69713_394
2.5.0,69713,"December 11, 2025",Previous: Each point of Fury generated while at Maximum Fury grants 4-28 Fortify.,2.5.0_69713,395,2.5.0_69713_395
2.5.0,69713,"December 11, 2025",Now: Every 100 Fury generated while at Maximum Fury grants 2-3% Max Life Fortify.,2.5.0_69713,396,2.5.0_69713_396
2.5.0,69713,"December 11, 2025",Previous: Gain 147-671 Fortify whenever you deal direct damage while Berserking.,2.5.0_69713,397,2.5.0_69713_397
2.5.0,69713,"December 11, 2025",Now: Gain .1-.3% Max Life Fortify whenever you deal direct damage while Berserking.,2.5.0_69713,398,2.5.0_69713_398
2.5.0,69713,"December 11, 2025","Previous: After swapping weapons 5 times, gain 98-622 Fortify.",2.5.0_69713,399,2.5.0_69713_399
2.5.0,69713,"December 11, 2025","Now: After swapping weapons 5 times, gain 2-3% Max Life Fortify.",2.5.0_69713,400,2.5.0_69713_400
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,401,2.5.0_69713_401
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,402,2.5.0_69713_402
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,403,2.5.0_69713_403
2.5.0,69713,"December 11, 2025","Previous: Every 12 seconds, your next Mighty Throw detonates its pulses instantly as Fire Damage and deals 400-600%[x] increased damage.",2.5.0_69713,404,2.5.0_69713_404
2.5.0,69713,"December 11, 2025","Now: Every 6 seconds, your next Mighty Throw detonates its pulses instantly as Fire Damage and deals 200-300%[x] increased damage.",2.5.0_69713,405,2.5.0_69713_405
2.5.0,69713,"December 11, 2025",Reduced Overpower timer from 12 to 6 seconds.,2.5.0_69713,406,2.5.0_69713_406
2.5.0,69713,"December 11, 2025",Legendary Bonus now includes damage to Injured enemies.,2.5.0_69713,407,2.5.0_69713_407
2.5.0,69713,"December 11, 2025",Previous: Swapping Weapons restores 8% of your maximum Fury.,2.5.0_69713,408,2.5.0_69713_408
2.5.0,69713,"December 11, 2025",Now: Swapping Weapons restores 12 Fury.,2.5.0_69713,409,2.5.0_69713_409
2.5.0,69713,"December 11, 2025","Previous: For every 75 Fury you spend, gain 15% of your Maximum Life as Fortify.",2.5.0_69713,410,2.5.0_69713_410
2.5.0,69713,"December 11, 2025","Now: For every 300 Fury you spend, gain 10% of your Maximum Life as Fortify.",2.5.0_69713,411,2.5.0_69713_411
2.5.0,69713,"December 11, 2025",Fortify reduced from 50% to 5% of Maximum Life.,2.5.0_69713,412,2.5.0_69713_412
2.5.0,69713,"December 11, 2025","Stacking duration is no longer a part of the ability, and Cooldown doesn't start until the ability ends.",2.5.0_69713,413,2.5.0_69713_413
2.5.0,69713,"December 11, 2025",Stacking Damage per second removed and Damage Bonus increased to 60%.,2.5.0_69713,414,2.5.0_69713_414
2.5.0,69713,"December 11, 2025",Skill Ranks of Grizzly Rage now grant bonus damage instead of reducing Cooldown.,2.5.0_69713,415,2.5.0_69713_415
2.5.0,69713,"December 11, 2025",Critical Strike Chance while Fortified increased from 20% to 25%.,2.5.0_69713,416,2.5.0_69713_416
2.5.0,69713,"December 11, 2025",Fortify reduced from 8% to 2% of Maximum Life.,2.5.0_69713,417,2.5.0_69713_417
2.5.0,69713,"December 11, 2025",Fortify reduced from 20% to 15% of Maximum Life.,2.5.0_69713,418,2.5.0_69713_418
2.5.0,69713,"December 11, 2025",Fortify reduced from 18% to 10% of Maximum Life.,2.5.0_69713,419,2.5.0_69713_419
2.5.0,69713,"December 11, 2025",Fortify reduced from 12% to 3% of Maximum Life.,2.5.0_69713,420,2.5.0_69713_420
2.5.0,69713,"December 11, 2025",Fortify per second reduced from 8% to 2% of Maximum Life.,2.5.0_69713,421,2.5.0_69713_421
2.5.0,69713,"December 11, 2025",Fortify reduced from 12% to 3% of Maximum Life.,2.5.0_69713,422,2.5.0_69713_422
2.5.0,69713,"December 11, 2025",Fortify reduced from 8% to 3% of Maximum Life.,2.5.0_69713,423,2.5.0_69713_423
2.5.0,69713,"December 11, 2025",Now also calls Lightning Strikes when applying Immobilize and Stun.,2.5.0_69713,424,2.5.0_69713_424
2.5.0,69713,"December 11, 2025",Ranks in this passive now increase the damage of the Lightning Bolts instead of the chance to strike enemies.,2.5.0_69713,425,2.5.0_69713_425
2.5.0,69713,"December 11, 2025",Now restores 100 Spirit instead of fully restoring Spirit when the effect is activated. Now restores 100 spirit instead of fully restoring Spirit.,2.5.0_69713,426,2.5.0_69713_426
2.5.0,69713,"December 11, 2025",Now restores 100 Spirit instead of fully restoring Spirit when the effect is activated. Now restores 100 spirit instead of fully restoring Spirit.,2.5.0_69713,427,2.5.0_69713_427
2.5.0,69713,"December 11, 2025","Previous: While you have Fortify for over 50% of your Maximum Life, your Earth Skills deal 4% increased damage.",2.5.0_69713,428,2.5.0_69713_428
2.5.0,69713,"December 11, 2025","Now: While Fortified, your Earth Skills deal 4% increased damage.",2.5.0_69713,429,2.5.0_69713_429
2.5.0,69713,"December 11, 2025",Previous: Reduce the duration of Control Impairing Effects by 5%. Double this effect while you have Fortify for over 50% of your Maximum Life.,2.5.0_69713,430,2.5.0_69713_430
2.5.0,69713,"December 11, 2025",Now: Reduce the duration of Control Impairing Effects by 5%. Double this effect while Fortified.,2.5.0_69713,431,2.5.0_69713_431
2.5.0,69713,"December 11, 2025",Previous: Increases the amount of Fortify you gain from all sources by 5% and you gain 3% Damage Reduction while Fortified.,2.5.0_69713,432,2.5.0_69713_432
2.5.0,69713,"December 11, 2025",Now: Increases the amount of Fortify you gain from all sources by 5%.,2.5.0_69713,433,2.5.0_69713_433
2.5.0,69713,"December 11, 2025",Fortify reduced from 3% to .1% of Maximum Life.,2.5.0_69713,434,2.5.0_69713_434
2.5.0,69713,"December 11, 2025",Fortify reduced from 2% to .2% of Maximum Life.,2.5.0_69713,435,2.5.0_69713_435
2.5.0,69713,"December 11, 2025","Previous: When you use a Shapeshifting Skill that changes your form, Heal for 5-20% of your Maximum Life. If you are at full Life, gain the same amount as Fortify.",2.5.0_69713,436,2.5.0_69713_436
2.5.0,69713,"December 11, 2025","Now: When you use a Shapeshifting Skill that changes your form, Fortify for 2-3% of your Maximum Life.",2.5.0_69713,437,2.5.0_69713_437
2.5.0,69713,"December 11, 2025",Now restores 100 Spirit in your resource meter instead of fully restoring Spirit when the effect is activated. Now restores 100 spirit instead of fully restoring Spirit.,2.5.0_69713,438,2.5.0_69713_438
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,439,2.5.0_69713_439
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,440,2.5.0_69713_440
2.5.0,69713,"December 11, 2025",Fortify reduced from 2-5% to .2-.5% of Maximum Life.,2.5.0_69713,441,2.5.0_69713_441
2.5.0,69713,"December 11, 2025",Now restores 100 Spirit in your resource meter instead of fully restoring Spirit when the effect is activated. Now restores 500 spirit instead of fully restoring Spirit.,2.5.0_69713,442,2.5.0_69713_442
2.5.0,69713,"December 11, 2025",Respawn timer reduced from 20 seconds to 10 seconds.,2.5.0_69713,443,2.5.0_69713_443
2.5.0,69713,"December 11, 2025","If the Golem's active ability targets an enemy, your Skeletal Warriors and Mages will focus their attacks on that target.",2.5.0_69713,444,2.5.0_69713_444
2.5.0,69713,"December 11, 2025",Unstoppable duration when using Golem's active increased from 1.5 to 3 seconds.,2.5.0_69713,445,2.5.0_69713_445
2.5.0,69713,"December 11, 2025",Fortify on attack reduced from 3% to .1% of Maximum Life.,2.5.0_69713,446,2.5.0_69713_446
2.5.0,69713,"December 11, 2025",Damage increased from 85% to 110%.,2.5.0_69713,447,2.5.0_69713_447
2.5.0,69713,"December 11, 2025",Damage increased from 110% to 145%.,2.5.0_69713,448,2.5.0_69713_448
2.5.0,69713,"December 11, 2025",Now will only consume up to 500 Essence.,2.5.0_69713,449,2.5.0_69713_449
2.5.0,69713,"December 11, 2025","Previous: Your Minions gain 3%[+] Attack Speed and 3%[x] increased damage for each active Minion. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds.",2.5.0_69713,450,2.5.0_69713_450
2.5.0,69713,"December 11, 2025","Now: Your Minions gain 40%[+] Attack Speed and 40%[x] increased damage. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds.",2.5.0_69713,451,2.5.0_69713_451
2.5.0,69713,"December 11, 2025",Fortify reduced from 5% to .2% of Maximum Life.,2.5.0_69713,452,2.5.0_69713_452
2.5.0,69713,"December 11, 2025",Fortify reduced from 2.5% to .5% of Maximum Life.,2.5.0_69713,453,2.5.0_69713_453
2.5.0,69713,"December 11, 2025","Previous: Each time an enemy is hit by Blood Surge's nova, you are Fortified for 1% of your Maximum Life. While you have Fortify for over 50% of your Maximum Life, Blood Surge deals 50% increased damage.",2.5.0_69713,454,2.5.0_69713_454
2.5.0,69713,"December 11, 2025","Now: While Fortified, Blood Surge deals 65% increased damage.",2.5.0_69713,455,2.5.0_69713_455
2.5.0,69713,"December 11, 2025","Previous: Hemorrhage grants 1.6% of your Maximum Life as Fortify each time it hits an enemy, and has a 1.5% chance per enemy hit to Fortify you for 100% of your Maximum Life.",2.5.0_69713,456,2.5.0_69713_456
2.5.0,69713,"December 11, 2025","Now: Hemorrhage grants 1% of your Maximum Life as Fortify, and has a 3% chance to Fortify you for 100% of your Maximum Life.",2.5.0_69713,457,2.5.0_69713_457
2.5.0,69713,"December 11, 2025","Previous: Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy that is already lanced, dealing 60-100% of normal damage.",2.5.0_69713,458,2.5.0_69713_458
2.5.0,69713,"December 11, 2025","Now: Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy, dealing 60-100% of normal damage.",2.5.0_69713,459,2.5.0_69713_459
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,460,2.5.0_69713_460
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",2.5.0_69713,461,2.5.0_69713_461
2.5.0,69713,"December 11, 2025",Fortify reduced from 1-4% to 1% of Maximum Life.,2.5.0_69713,462,2.5.0_69713_462
2.5.0,69713,"December 11, 2025",Maximum Life % affix replaced with Maximum Life affix.,2.5.0_69713,463,2.5.0_69713_463
