version,build,date,bullet_text,BUFF,NERF,BUG_FIX,NEW_CONTENT,QOL,GAMEPLAY,OTHER,label_count
2.5.0,69713,"December 11, 2025",Vigor Restoration changed from 15% to 15 Vigor.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Mystic Circle Potency moved from Jaguar Finesse (Offensive) to Plains Augments (Weapon).,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Fortify reduced from 5% to .2% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Required attacks increased from 3 to 20.,1,0,0,0,1,0,0,2
2.5.0,69713,"December 11, 2025",Healing increased from 5% to 8% of Maximum Life.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Seeker perk changed from restoring 50% Maximum Resource to 50 primary resource gained.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Taste of Flesh,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Healing reduced from 2% to 1% of Maximum Health.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Ember's Gift resource gain changed from 33% of max per second to 33 resource per second.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","The Undercity comes bearing gifts, despite Andariel's corruption! Most rewards in the Undercity have been buffed, with a particular focus on ensuring that both rarer and pre-Torment Tributes are more rewarding.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Pride's legendary item rewards.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Mystique's magic rune rewards.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Increased the quality from Magic to Rare and reduced the drop chance of Tribute of Pride.,1,1,0,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Increased the quality from Magic to Rare and reduced the drop chance of Tribute of Mystique.,1,1,0,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Significantly increased the potency of Tribute of Growth's experience rewards before Level 60.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Refinement's Obducite rewards.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Significantly increased Tribute of Radiance's ancestral legendary rewards.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Buffed item rewards from any Undercity run in Torment difficulty.,0,0,0,0,0,1,0,1
2.5.0,69713,"December 11, 2025",Increased the potency of experience orbs that spawn from any Undercity run before level 60.,1,0,0,0,0,1,0,2
2.5.0,69713,"December 11, 2025",The chance to find pre-torment Tributes has been reduced.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the rank 5 Protector Thorns damage bonus was being applied less than intended.,1,1,1,0,0,0,0,3
2.5.0,69713,"December 11, 2025",Fixed an issue where Touch of Death didn't spawn a swarm if the target was killed by the initial strike damage.,0,0,1,0,0,1,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where Poised Touch of Death did not get applied when a Core Skill hit twice.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the Convergency Legendary Node didn't scale properly with the Canny Glyph's legendary bonus.,1,0,1,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where the Drive Paragon Node could scale damage higher than intended.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where the Unyielding Hits Aspect didn't increase the damage of the Centipede Main Hall effect as expected.,1,0,1,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where Hesha E Kesungi would display as having one more Greater Affix than it had.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Aspect of Fleet Wings could occasionally not grant Unhindered.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Aspect of Fleet Wings could snapshot the damage buff from Unrestrained Power.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where bonus Armor and Thorns gained from the Bruiser's Aspect did not display while in town.,1,0,1,0,1,0,0,3
2.5.0,69713,"December 11, 2025",Fixed an issue where Xal Rune would occasionally not properly maintain your current Life percentage when it triggered.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Moni Rune would reset its counter when Weapon Swapping.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Jah rune's Teleport would Teleport you in a random direction while using The Oculus.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Subo's Bargaining Chips passive did not properly increase Overpower damage.,1,0,1,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where Subo's Ambusher Passive did not properly grant bonus Lucky Hit Chance.,1,0,1,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where Subo's Loaded Munitions did not consistently apply Vulnerable.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where instances of Raze the Effigies and Cull the Wicked events couldn’t be completed in some Nahantu areas.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Ehecatl would disappear upon casting a Lightning Totem during the Bonded Destiny Quest.,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fixed an issue where Undercity portals could fail to open when using certain Tribute and Bargain combinations.,1,0,1,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Fixed an issue where,0,0,1,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Darm The Bloom Warden,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",in Chakhir wouldn't engage in combat with the player.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Chainscourged Mail (Unique Pants),0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+51-65 All Stats,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+424-457 Maximum Life,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",8.1-8.8% Cooldown Reduction,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+2-3 to Brawling Skills,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Casting a damaging Brawling Skill disables it afterwards. When all of these Skills that are on your Action Bar are disabled, they become re-enabled with their Cooldowns refreshed. Your Brawling Skills deal 50-100%[x] increased damage for each disabled Skill.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Associated Lair Boss,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Khamsin Steppewalkers (Unique Boots),0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Inherent: Attacks Reduce Evade's Cooldown by 0.5 Seconds,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",+1-2 Ranks of Endless Tempest,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",+16.5-25.0% Movement Speed,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+41.5-55.0% Crowd Control Duration,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",16-25% Nature Magic Cooldown Reduction,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+2-3 to Bad Omen,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damaging 150-100 Enemies with Nature Magic Skills grants maximum Movement Speed and Unhindered for 4-8 seconds. Enemies you run through are Immobilized for 1 second.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Damaging 200-100 Enemies with Storm Skills grants a charge. Casting any Defensive Skill will grant Max Movement Speed and Unhindered for 1 second for each charge used. While Charged, enemies you run into are Immobilized for 1 second.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Associated Lair Boss,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Grigoire, the Galvanic Saint",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Gravebloom (Unique One-Handed Mace),0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Inherent Affix: 10% Attack Speed,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+521-561 Maximum Life,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+36.5-50% Chance for Golem to Hit Twice,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+1-2 Golem Mastery,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",You raise 3 smaller Golems that each deal 40-60% of normal damage and gain 30%[+] Attack Speed. Your Golems respawn 50% faster.,1,0,0,0,0,1,0,2
2.5.0,69713,"December 11, 2025",Associated Lair Boss,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Best in Ice,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Death's Pavane (Unique Pants),0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Inherent: +15% Dodge Chance while Channeling Dance of Knives,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+9.0-11.0% Critical Strike Chance,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+16.0-25.0% Movement Speed,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+2-3 to Dance of Knives,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+62.5-85.0% Agility Damage,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Dance of Knives drops knives from enemies hit. Picking them up grants you 1 Charge and increases your Dance of Knives damage by 10-20% for 6 seconds, stacking up to 3 times.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Associated Lair Bosses,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Orsivane (Unique One-Handed Mace),0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+424-457 Maximum Life,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+57.0-75.0% Non-Physical Damage,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",+3-4 to Core Skills,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","For each Defensive Skill not on your Action Bar, you deal 20-40% increased damage and gain its associated Enchantment effect.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Associated Lair Boss,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Melted heart of Selig,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous: Gain 60 Maximum Resource. When taking damage, 75% is Drained as 2 Resource for every 1% of Maximum Life you would have lost.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Damage is dealt to your Primary Resource before Life and damage taken this way is drastically reduced. Your Primary Resource is doubled but Maximum Life is reduced by 75%.,1,1,0,0,0,0,0,2
2.5.0,69713,"December 11, 2025","Each point in your Primary Stat increases your Primary Resource by 3%[+] but you have 75% reduced life. Any damage you would take is dealt to your Primary Resource before your life. If you have not taken damage in 6 seconds, your Resource regenerates to full over 3 seconds.",1,1,0,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Note that taking damage during the 3 second regeneration phase does not cancel the full regeneration.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Resource Generation increased from 15% to,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Damage Reduction affix replaced with +% of primary stat.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage over time duration increased from 44% to 111%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Tassets of the Dawning Sky,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Maximum Resistance per element replaced with 20-40% Resistance per element.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Maximum Resistance to All Elements affix replaced with All Resistance %.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",All Resistance updated to 80 All Resistance.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Maximum Resistance affix replaced with Resistance % affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Inherent Poison Resistance affix removed.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Maximum Poison Resistance affix replaced with 666 Poison Resistance affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage Reduction while Healthy affix replaced with Armor affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage Reduction while you have a Barrier increased from 10-30% to 20-40%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Maximum Life % affix replaced with Maximum Life affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage Reduction while Healthy affix replaced with Armor % affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Maximum Life affix replaced with Critical Strike Chance affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Damage Reduction while Unstoppable affix replaced with Attack Speed affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Resource gain when becoming Unstoppable increased from 50 to 100.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Inherent Evade grants Movement Speed affix removed.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Damage Reduction from Close affix replaced with Life affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Lightning Resistance affix replaced with All Resistance affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Banished Lord's Talisman,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Maximum Life % affix replaced with Life affix.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Aspect of Elements,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Renamed to ""Of Elemental Fate"".",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Previous: Gain 15-35% increased damage to a set of damage types for 7 seconds. This effect alternates between 2 sets:,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Fire, Lightning, and Physical.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Cold, Poison, and Shadow.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Now: Gain 15-35% increased damage to a set of damage types for 7 seconds alternating randomly between 2 sets:,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Fire, Lightning, and Physical.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Cold, Poison, and Shadow.",0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Fate can favor you granting the same bonus more than once, stacking up to 6 times. At Maximum, it's your lucky day!",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Reduced its frequency in extreme situations.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Chance for Thorns to activate explosions increased from 25-45% to 40-60%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fortify reduced from 5-10% to 2-3% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of Inevitable Fate,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of Sly Steps,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of the Dark Dance,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of Creeping Death,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of the Prudent Heat,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",The rank 10 Weapon Expertise bonus now also applies when equipped to the Weapon Technique Slot.,1,0,0,0,1,0,0,2
2.5.0,69713,"December 11, 2025",Damage increased from 60% to 100%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Previous: Kick is now also a Core Skill. If Kick damages an enemy, it consumes all of your Fury and deals an additional 25% damage per 10 Fury spent. Kick no longer Knocks Back enemies.",0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: Kick is now also a Core Skill. If Kick damages an enemy, it consumes up to 500 Fury and deals an additional 25%[x] damage per 20 Fury spent. Kick no longer Knocks Back enemies.",1,1,0,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Increased collide damage from 54% to 100%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now scales with Attack Speed.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Can now be cancelled slightly earlier with another skill.,0,0,0,0,1,0,0,1
2.5.0,69713,"December 11, 2025","Previous: Steel yourself, gaining a Barrier that absorbs 50% of your missing Life for 5 seconds.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: Steel yourself, increasing only your Maximum Life by 30% and gaining a Barrier that absorbs 80% of your missing Life for 5 seconds.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Enhanced Ground Stomp,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Previous: Ground Stomp generates 60 Fury and has a 2 second increased Stun duration.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now: Ground Stomp generates 60 Fury and Pulls in enemies.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Call of the Ancients,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Duration increased from 6 to 10 seconds.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Two-Handed Bludgeoning damage increased from 75% to 150%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Two-Handed Slashing initial damage increased from 20% to 40%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Two-Handed Slashing bleeding damage increased from 120% to 240%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Dual Wield damage increased from 43% to 86%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fortify reduced from 20% to 10% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Strategic Iron Skin,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Fortify reduced from 30% to 10% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Enhanced War Cry,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fortify reduced from 15% to 8% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Strategic Rallying Cry,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous: Rallying Cry grants you 10% Maximum Life as Fortify. While Rallying Cry is active, you gain an additional 2% Maximum Life as Fortify each time you take or deal direct damage.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: While Rallying Cry is active, gain 1% Maximum Life as Fortify every second.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Previous: While you have Fortify for over 50% of your Maximum Life, you deal 4% increased damage.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: While Fortified, deal 4% increased damage.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Previous: While Fortified, you gain an additional 2% Damage Reduction and you Heal for .5% Maximum Life every second.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: While Fortified, gain 3% Damage Reduction.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fortify reduced from 10% to 3% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fortify reduced from .6% to .1% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of the Veteran Brawler,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous: Each time a Core Skill deals direct damage to an enemy, your next Charge, Leap, or Kick deals 4-10%[x] increased damage, up to 20-50%[x].",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: Each time a Brawling Skill deals direct damage to an enemy, your Charge, Leap, or Kick deals 4-10%[x] increased damage for 5 seconds, up to 20-50%[x].",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of the Dire Whirlwind,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous: Whirlwind's Critical Strike Chance and Critical Strike Damage are increased by 6-10%[x] for each second it is channeled, up to 28-50%[x].",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: Whirlwind's Critical Strike Chance and Critical Strike Damage are increased by 6-10%[x] for each second it is channeled, up to 28-50%[x]. This bonus persists for 5 seconds after Whirlwind ends.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of Numbing Wrath,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Previous: Each point of Fury generated while at Maximum Fury grants 4-28 Fortify.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now: Every 100 Fury generated while at Maximum Fury grants 2-3% Max Life Fortify.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Steadfast Berserker's Aspect,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Previous: Gain 147-671 Fortify whenever you deal direct damage while Berserking.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now: Gain .1-.3% Max Life Fortify whenever you deal direct damage while Berserking.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of Tempering Blows,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous: After swapping weapons 5 times, gain 98-622 Fortify.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: After swapping weapons 5 times, gain 2-3% Max Life Fortify.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of Anger Management,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Aspect of the Fortress,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Now has 21 ranks, up from 16.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Bane of Ahjad-Den,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous: Every 12 seconds, your next Mighty Throw detonates its pulses instantly as Fire Damage and deals 400-600%[x] increased damage.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: Every 6 seconds, your next Mighty Throw detonates its pulses instantly as Fire Damage and deals 200-300%[x] increased damage.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Reduced Overpower timer from 12 to 6 seconds.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Legendary Bonus now includes damage to Injured enemies.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Weapons Master Legendary Node,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Previous: Swapping Weapons restores 8% of your maximum Fury.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Now: Swapping Weapons restores 12 Fury.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Warbringer Legendary Node,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous: For every 75 Fury you spend, gain 15% of your Maximum Life as Fortify.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: For every 300 Fury you spend, gain 10% of your Maximum Life as Fortify.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fortify reduced from 50% to 5% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Stacking duration is no longer a part of the ability, and Cooldown doesn't start until the ability ends.",0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Stacking Damage per second removed and Damage Bonus increased to 60%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Skill Ranks of Grizzly Rage now grant bonus damage instead of reducing Cooldown.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Critical Strike Chance while Fortified increased from 20% to 25%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fortify reduced from 8% to 2% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Enhanced Debilitating Roar,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fortify reduced from 20% to 15% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Preserving Earthen Bulwark,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Fortify reduced from 18% to 10% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fierce Earth Spike,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Fortify reduced from 12% to 3% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Supreme Grizzly Rage,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Fortify per second reduced from 8% to 2% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fortify reduced from 12% to 3% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Ferocious Wolf Pack,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Fortify reduced from 8% to 3% of Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now also calls Lightning Strikes when applying Immobilize and Stun.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Ranks in this passive now increase the damage of the Lightning Bolts instead of the chance to strike enemies.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now restores 100 Spirit instead of fully restoring Spirit when the effect is activated.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Now restores 100 spirit instead of fully restoring Spirit.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Now restores 100 Spirit instead of fully restoring Spirit when the effect is activated.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025",Now restores 100 spirit instead of fully restoring Spirit.,0,0,0,0,0,0,1,0
2.5.0,69713,"December 11, 2025","Previous: While you have Fortify for over 50% of your Maximum Life, your Earth Skills deal 4% increased damage.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025","Now: While Fortified, your Earth Skills deal 4% increased damage.",1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Previous: Reduce the duration of Control Impairing Effects by 5%. Double this effect while you have Fortify for over 50% of your Maximum Life.,0,1,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now: Reduce the duration of Control Impairing Effects by 5%. Double this effect while Fortified.,1,1,0,0,0,0,0,2
2.5.0,69713,"December 11, 2025",Previous: Increases the amount of Fortify you gain from all sources by 5% and you gain 3% Damage Reduction while Fortified.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Now: Increases the amount of Fortify you gain from all sources by 5%.,1,0,0,0,0,0,0,1
2.5.0,69713,"December 11, 2025",Fortify reduced from 3% to .1% of Maximum Life.,0,1,0,0,0,0,0,1
