patch,build,date,section,change_type,previous,now,full_text,patch_major,patch_minor,patch_hotfix
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where the description for Grizzly Rage didn't properly display the damage increase for adding additional skill points.,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Necromancer,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where Golems were not properly smaller while in town while using Gravebloom.,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where Rapid Ossification passive was not granting cooldown reduction for more than 100 Essence at a time.,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where Sacrificing Defenders did not provide the bonus Elemental resistances as intended.,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where Paranormal Sever would occasionally fail to apply Vulnerable and Fear.,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Rogue,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where the tempering affix for Dance of Knives to deal Double damage could stack to deal incredibly high values.,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Sorcerer,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where the Teleport Enchantment tooltip was showing the wrong cooldown.,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where the Oculus could randomly teleport the player while they are healing.,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Spiritborn,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where the Antivenom Passive was not functioning.,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where the Jaguar Main Hall would not benefit from Aspect of Unyielding Hits.,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where Ravager would dash to targets uncontrollably when non-Casted core skills were invoked.,2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,"Fixed an issue where the Eagle Primary Spirit Hall's damage was being increased far more than intended by bonuses to Spirit Hall Potency, such as from Wushe Nak Pa.",2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,"Fixed an issue where Mystic Circle would be empowered by skills that were not cast, such as from Path of the Emissary.",2,5,0
2.5.0,69713,"December 11, 2025",Bug Fixes,single,,,Fixed an issue where The Protector did not smash immediately upon landing.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where Tempering an item would prevent selecting other items that could also apply that affix from being slotted into the tempering window.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where the World Map could not be viewed while inside a Capstone dungeon.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where the visual indicatorfor Fortify could be higher than the actual Fortify amount.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where the quest to Masterwork an item was not completed when Masterworking an item.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"Fixed an issue where abilities could be used and combat was allowed in the Heavenly Forge. (Gentlemen, you can’t fight in here this is the War Room!)",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"Fixed an issue where Champions didn't behave like Elites in various contexts, such as not dropping the expected kind of loot.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where Undercity tributes weren't dropping as expected.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where sometimes the Undercity could not be accessed when it should be.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where some bosses granted more experience than intended.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where Torment could not be unlocked until reaching level 60.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Various miscellaneous fixes to new features and systems introduced in this Season.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"Various stability, UI, and visual improvements.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Vessel of Hatred,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Spiritborn,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,New Item,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Path of the Emissary: Unique Boots,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Affixes,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+30% Movement Speed (Inherent),2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+16-25% Movement speed,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+155-200% Core Skill damage,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+1-2 Core Skill ranks,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+26.5-40% Impairment Reduction,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Power,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,"Every 12-4 meters you move, invoke a Core Skill from your primary Spirit Hall.",2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Associated Lair Boss:,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Lord Zir,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Rushing Claw,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Damage increased from 80% to 160%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Adaptable Concussive Stomp,2,5,0
2.5.0,69713,"December 11, 2025",Skills,comparison,"When enemies recover from Concussive Stomp, you dodge their next 3 attacks.","When enemies recover from a Concussive Stomp that you Cast, you block their next 3 attacks.","Changed from When enemies recover from Concussive Stomp, you dodge their next 3 attacks. to When enemies recover from a Concussive Stomp that you Cast, you block their next 3 attacks.",2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Now consumes up to 500 Vigor.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,Hitting enemies with Jaguar Skills increases the Damage they take from you by 0.1-0.3% up to 10-30%.,Gain 2/4/6% Jaguar Skill Attack Speed and Cooldown Reduction.,Changed from Hitting enemies with Jaguar Skills increases the Damage they take from you by 0.1-0.3% up to 10-30%. to Gain 2/4/6% Jaguar Skill Attack Speed and Cooldown Reduction.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Unique Items,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Ring of the Midday Hunt,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,"Your Maximum Vigor is increased by 50%, and killing an enemy grants you 1 - 7 Vigor. While you have Ferocity, your Poisoning effects deal their damage across 33% of the normal duration.","Your Maximum Vigor is increased by 50%, and killing an enemy grants you 1 - 7 Vigor. While you have Ferocity, your new Poisoning effects last 33% longer.","Changed from Your Maximum Vigor is increased by 50%, and killing an enemy grants you 1 - 7 Vigor. While you have Ferocity, your Poisoning effects deal their damage across 33% of the normal duration. to Your Maximum Vigor is increased by 50%, and killing an enemy grants you 1 - 7 Vigor. While you have Ferocity, your new Poisoning effects last 33% longer.",2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Ring of Writhing Moon,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,"A Pestilent Swarm spawns from you every 4 seconds, dealing x Poison damage per hit. Your Pestilent Swarms now orbit around you and generate 3 Vigor per hit.","A Pestilent Swarm spawns from you every 4 seconds, dealing x Poison damage per hit. Your Pestilent Swarms now orbit around you and reduce an equipped Eagle Skill's cooldown by 0.25 seconds per hit.","Changed from A Pestilent Swarm spawns from you every 4 seconds, dealing x Poison damage per hit. Your Pestilent Swarms now orbit around you and generate 3 Vigor per hit. to A Pestilent Swarm spawns from you every 4 seconds, dealing x Poison damage per hit. Your Pestilent Swarms now orbit around you and reduce an equipped Eagle Skill's cooldown by 0.25 seconds per hit.",2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Peacemonger's Signet,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,"While you have at least 4 stacks of Ferocity, you gain 1 - 7 Vigor per second. Gaining Ferocity also grants Resolve.","While you have at least 4 stacks of Ferocity, you gain 5-15%[x] increased damage and Armor. Gaining Ferocity also grants Resolve.","Changed from While you have at least 4 stacks of Ferocity, you gain 1 - 7 Vigor per second. Gaining Ferocity also grants Resolve. to While you have at least 4 stacks of Ferocity, you gain 5-15%[x] increased damage and Armor. Gaining Ferocity also grants Resolve.",2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Band of First Breath,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Max Life percentage has been replaced with additive Max Life.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Critical Strike Chance replaced with Resolve generation rate.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Rod of Kepeleke,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Can now only consume up to 500 Vigor.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Harmony of Ebewaka,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Damage Reduction affix replaced with Dexterity affix.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Loyalty's Mantle,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Wound Drinker,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Damage Reduction from Poisoned Enemies affix replaced with Armor affix.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Jacinth Shell,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Armor percentage affix replaced with All Resistance affix.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Damage Reduction while Injured affix replaced with Dexterity affix.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Protection of the Prime,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Damage Reduction while Standing Still affix replaced with Armor affix.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Spirit Hall,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,All,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,All main Spirit Hall potency affixes changed to main Spirit Hall Damage.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Updated the tooltips to display the damage that scales with the above affix in blue.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Jaguar,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,"Every 15th time you deal direct damage to an enemy with a Jaguar Skill, unleash additional slashes dealing 20% of the damage you have dealt to them in the last 0.5 seconds. All Skills are now also Jaguar Skills.","Every 15th time you deal direct damage with a Jaguar Skill, unleash a Beast Strike for (100% Weapon damage), increasing all damage you deal by 3% and doubling Beast Strike's damage, stacking 5 times. You lose all stacks when you stop attacking for 1 second.","Changed from Every 15th time you deal direct damage to an enemy with a Jaguar Skill, unleash additional slashes dealing 20% of the damage you have dealt to them in the last 0.5 seconds. All Skills are now also Jaguar Skills. to Every 15th time you deal direct damage with a Jaguar Skill, unleash a Beast Strike for (100% Weapon damage), increasing all damage you deal by 3% and doubling Beast Strike's damage, stacking 5 times. You lose all stacks when you stop attacking for 1 second.",2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Eagle,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Now scales damage rather than Vulnerable duration.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Gorilla,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Now only scales Thorns damage.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Barrier per hit reduced from 5% to 2.5%.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,No longer has a cap of 30% Barrier.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Updated the tooltip to clarify that Gorilla skills do not need to be Cast to gain the effect.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Centipede,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Now scales damage rather than Slow and Damage reduction.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Damage Reduction per stack increased from 2% to 4%.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Increased the debuff duration from 6 to 8 seconds.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Increased the total poison amount from 70% to 160%.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Reactive armor,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Fixed the tooltip to clarify it invokes a free Concussive stomp rather than Casting.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Sapping Legendary Node,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Vigor Restoration changed from 15% to 15 Vigor.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Mystic Circle Potency moved from Jaguar Finesse (Offensive) to Plains Augments (Weapon).,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Mercenaries,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Raheir,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Shield Charge,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Fortify reduced from 5% to .2% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Ground Slam,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Required attacks increased from 3 to 20.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Healing increased from 5% to 8% of Maximum Life.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Subo,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Seeker perk changed from restoring 50% Maximum Resource to 50 primary resource gained.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Varyana,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Taste of Flesh,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Healing reduced from 2% to 1% of Maximum Health.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Aldkin,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Ember's Gift resource gain changed from 33% of max per second to 33 resource per second.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Kurast Undercity,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Tributes,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"The Undercity comes bearing gifts, despite Andariel's corruption! Most rewards in the Undercity have been buffed, with a particular focus on ensuring that both rarer and pre-Torment Tributes are more rewarding.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Significantly increased Tribute of Pride's legendary item rewards.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Significantly increased Tribute of Mystique's magic rune rewards.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Increased the quality from Magic to Rare and reduced the drop chance of Tribute of Pride.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Increased the quality from Magic to Rare and reduced the drop chance of Tribute of Mystique.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Significantly increased the potency of Tribute of Growth's experience rewards before Level 60.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Significantly increased Tribute of Refinement's Obducite rewards.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Significantly increased Tribute of Radiance's ancestral legendary rewards.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Buffed item rewards from any Undercity run in Torment difficulty.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Increased the potency of experience orbs that spawn from any Undercity run before level 60.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,The chance to find pre-torment Tributes has been reduced.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fixed an issue where the rank 5 Protector Thorns damage bonus was being applied less than intended.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fixed an issue where Touch of Death didn't spawn a swarm if the target was killed by the initial strike damage.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Fixed an issue where Poised Touch of Death did not get applied when a Core Skill hit twice.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Fixed an issue where the Convergency Legendary Node didn't scale properly with the Canny Glyph's legendary bonus.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Fixed an issue where the Drive Paragon Node could scale damage higher than intended.,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Fixed an issue where the Unyielding Hits Aspect didn't increase the damage of the Centipede Main Hall effect as expected.,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Fixed an issue where Hesha E Kesungi would display as having one more Greater Affix than it had.,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Fixed an issue where Aspect of Fleet Wings could occasionally not grant Unhindered.,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Fixed an issue where Aspect of Fleet Wings could snapshot the damage buff from Unrestrained Power.,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Fixed an issue where bonus Armor and Thorns gained from the Bruiser's Aspect did not display while in town.,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Runes,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Fixed an issue where Xal Rune would occasionally not properly maintain your current Life percentage when it triggered.,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Fixed an issue where Moni Rune would reset its counter when Weapon Swapping.,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Fixed an issue where Jah rune's Teleport would Teleport you in a random direction while using The Oculus.,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Mercenaries,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Fixed an issue where Subo's Bargaining Chips passive did not properly increase Overpower damage.,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Fixed an issue where Subo's Ambusher Passive did not properly grant bonus Lucky Hit Chance.,2,5,0
2.5.0,69713,"December 11, 2025",Items,single,,,Fixed an issue where Subo's Loaded Munitions did not consistently apply Vulnerable.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where instances of Raze the Effigies and Cull the Wicked events couldn’t be completed in some Nahantu areas.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where Ehecatl would disappear upon casting a Lightning Totem during the Bonded Destiny Quest.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where Undercity portals could fail to open when using certain Tribute and Bargain combinations.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Darm The Bloom Warden,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,in Chakhir wouldn't engage in combat with the player.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,New Items,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Barbarian,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Chainscourged Mail (Unique Pants),2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+51-65 All Stats,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+424-457 Maximum Life,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,8.1-8.8% Cooldown Reduction,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+2-3 to Brawling Skills,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Unique Power,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,"Casting a damaging Brawling Skill disables it afterwards. When all of these Skills that are on your Action Bar are disabled, they become re-enabled with their Cooldowns refreshed. Your Brawling Skills deal 50-100%[x] increased damage for each disabled Skill.",2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Associated Lair Boss,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Druid,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Khamsin Steppewalkers (Unique Boots),2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Inherent: Attacks Reduce Evade's Cooldown by 0.5 Seconds,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+1-2 Ranks of Endless Tempest,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+16.5-25.0% Movement Speed,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+41.5-55.0% Crowd Control Duration,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,16-25% Nature Magic Cooldown Reduction,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+2-3 to Bad Omen,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Damaging 150-100 Enemies with Nature Magic Skills grants maximum Movement Speed and Unhindered for 4-8 seconds. Enemies you run through are Immobilized for 1 second.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,"Damaging 200-100 Enemies with Storm Skills grants a charge. Casting any Defensive Skill will grant Max Movement Speed and Unhindered for 1 second for each charge used. While Charged, enemies you run into are Immobilized for 1 second.",2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,"Grigoire, the Galvanic Saint",2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Necromancer,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Gravebloom (Unique One-Handed Mace),2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Inherent Affix: 10% Attack Speed,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+80-94 Intelligence,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+521-561 Maximum Life,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+36.5-50% Chance for Golem to Hit Twice,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+1-2 Golem Mastery,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,You raise 3 smaller Golems that each deal 40-60% of normal damage and gain 30%[+] Attack Speed. Your Golems respawn 50% faster.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Best in Ice,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Rogue,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Death's Pavane (Unique Pants),2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Inherent: +15% Dodge Chance while Channeling Dance of Knives,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+9.0-11.0% Critical Strike Chance,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+16.0-25.0% Movement Speed,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+2-3 to Dance of Knives,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+62.5-85.0% Agility Damage,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,"Dance of Knives drops knives from enemies hit. Picking them up grants you 1 Charge and increases your Dance of Knives damage by 10-20% for 6 seconds, stacking up to 3 times.",2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Associated Lair Bosses,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Andariel,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Duriel,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Sorcerer,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Orsivane (Unique One-Handed Mace),2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+99-113 Intelligence,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+57.0-75.0% Non-Physical Damage,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,+3-4 to Core Skills,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,"For each Defensive Skill not on your Action Bar, you deal 20-40% increased damage and gain its associated Enchantment effect.",2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Varshan,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Balance Updates,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,All Classes,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Unique Items,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Melted heart of Selig,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,comparison,"Gain 60 Maximum Resource. When taking damage, 75% is Drained as 2 Resource for every 1% of Maximum Life you would have lost.",,"Changed from Gain 60 Maximum Resource. When taking damage, 75% is Drained as 2 Resource for every 1% of Maximum Life you would have lost. to",2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Damage is dealt to your Primary Resource before Life and damage taken this way is drastically reduced. Your Primary Resource is doubled but Maximum Life is reduced by 75%.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,"Each point in your Primary Stat increases your Primary Resource by 3%[+] but you have 75% reduced life. Any damage you would take is dealt to your Primary Resource before your life. If you have not taken damage in 6 seconds, your Resource regenerates to full over 3 seconds.",2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Developer’s Note:,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Note that taking damage during the 3 second regeneration phase does not cancel the full regeneration.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Resource Generation increased from 15% to,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,50%,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,100%,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Damage Reduction affix replaced with +% of primary stat.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Shattered Vow,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Damage over time duration increased from 44% to 111%.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Tassets of the Dawning Sky,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Maximum Resistance per element replaced with 20-40% Resistance per element.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Maximum Resistance to All Elements affix replaced with All Resistance %.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Tyrael's Might,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,All Resistance updated to 80 All Resistance.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Maximum Resistance affix replaced with Resistance % affix.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Andariel's Visage,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Inherent Poison Resistance affix removed.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Maximum Poison Resistance affix replaced with 666 Poison Resistance affix.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Soulbrand,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Damage Reduction while Healthy affix replaced with Armor affix.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Damage Reduction while you have a Barrier increased from 10-30% to 20-40%.,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Temerity,2,5,0
2.5.0,69713,"December 11, 2025",Game Updates,single,,,Maximum Life % affix replaced with Maximum Life affix.,2,5,0
