patch,build,date,section,subsection,category,change_type,previous,now,full_text
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,Life Regen
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,"""Lesser"" Life Regen available on Chest, Helm, Legs, Boots, and Shield."
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,"""Greater"" Life Regen available on Amulet, Rings, and Gloves."
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,Increased healing effectiveness of both.
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,Life on Kill
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,"""Lesser"" available on Chest, Helm, Legs, Boots, and Shields."
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,"""Greater"" available on Amulet, Rings, Gloves, and Weapons."
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,Increased healing effectiveness of both.
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,Life Per Hit
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,"Re-added to the base affix pool, available on Glove, Weapons, Shields, Amulets, and Rings."
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,Healing %
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,"Available on Chest, Helm, Legs, Boots, Amulet, Rings, and Shields."
2.5.0,69713,"December 11, 2025",Masterworking,,,single,,,Increased healing % amount.
2.5.0,69713,"December 11, 2025",Nightmare Dungeons,,,single,,,"The chance to get another Nightmare Dungeon Sigil when completing a Nightmare Dungeon has been reduced. When a Sigil does not drop, Sigil Powder will drop."
2.5.0,69713,"December 11, 2025",Nightmare Dungeons,,,single,,,Horadric Strongrooms
2.5.0,69713,"December 11, 2025",Nightmare Dungeons,,,single,,,Improved loot quality and loot quality scaling as the player climbs Torments and reaches higher tiers within Horadric Strongrooms.
2.5.0,69713,"December 11, 2025",Nightmare Dungeons,,,single,,,"Added a moderate amount of gold, scaling with higher tiers within the Strongroom."
2.5.0,69713,"December 11, 2025",Nightmare Dungeons,,,single,,,Increased the chance for a Nightmare Escalation Sigil to drop from a Horadric Strongroom.
2.5.0,69713,"December 11, 2025",Nightmare Dungeons,,,single,,,Reduced the base likelihood of a Strongroom appearing within a Nightmare Dungeon. The likelihood of the Horadric Strongroom affix appearing on a Nightmare Sigil is unchanged.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Elite Affixes
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Shock lance
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Duration has been doubled.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Damage has been doubled.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Waller
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Walls now block player projectiles.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Walls no longer disappear when the associated elite dies.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Poison Enchanted
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Radius Increased.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Poison duration significantly increased.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Damage now ramps up the longer you stand in the puddle.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Electrified Obelisk
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Amount of Totems spawned has been doubled.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Explosive
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Damage significantly increased.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Fire enchanted
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Damage Increased.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Suppressor
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Suppressor field is now immediately active when the monster spawns.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,The suppressor field now lasts until the monster is killed.
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Plaguebearer
2.5.0,69713,"December 11, 2025",Monster Updates,,,single,,,Damage Increased.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Instances of single element resistance affixes can now roll higher values than instances of All Resistance affixes.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,A Jeweler and an Occultist have been added to the training grounds.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,There is no longer a cost to enter The Pit.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,The Pit can now be entered before Level 60. The base pit tier unlocked is now Tier 10.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Maximum Capacity of Murmuring Obols has been increased by 500.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,The following elixirs and incenses have been updated:
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Elixir of Iron Barbs I
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Increased from 30 armor to 250 armor.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Elixir of Iron Barbs II
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Increased from 50 armor to 500 armor.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Elixir of Fortitude I
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Decreased from +10% max life to +5% max life.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Elixir of Fortitude II
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Decreased from +20% max life to +10% max life.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Song of the Mountain Incense
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Updated from 300 flat armor to +10% armor.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Rare tempering manuals now start dropping at level 30 instead of at level 45.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Characters that skip either campaign now unlock all non-stronghold waypoints for their respective region.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,All skill slots are now unlocked from level 1.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,"Progression down the Skill tree is now faster, Core Skills get unlocked after spending one skill point and then the next skill group is unlocked after spending two skill points."
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Aether rewards for Chaos Rifts and Chaos Waves in Infernal Hordes have been increased.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Monsters now scale attack speed as difficulty goes up in addition to movement speed.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Tempering affixes now have greater variance now that you aren't limited to how many times you can re-temper.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Resistance and Armor values from affixes have been broadly adjusted to account for the introduction of Toughness.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Renown has been removed on the Seasonal Realm. All previous rewards related to Renown have either been made obsolete or have shifted into the Season Journey.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,"For more details on Season Rank, please read the section detailing it in the Season of Divine Intervention overview blog"
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,here
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,.
2.5.0,69713,"December 11, 2025",Season Rank,,,single,,,"The Season Journey is now shifting into a more challenging version stocked with even greater rewards, Season Rank. Each Rank now requires you to complete a Capstone Dungeon before progressing to the next Rank. Similar to Capstone Dungeons, these can be attempted before the recommended level and difficulty."
2.5.0,69713,"December 11, 2025",Season Rank,,,single,,,"For more details, you can read more in the Season of Divine Intervention overview blog"
2.5.0,69713,"December 11, 2025",Season Rank,,,single,,,here
2.5.0,69713,"December 11, 2025",Season Rank,,,single,,,.
2.5.0,69713,"December 11, 2025",Accessibility,,,single,,,Fixed an issue where the Screen Reader did not read the interact buttons during conversations with NPCs when playing on controller.
2.5.0,69713,"December 11, 2025",Accessibility,,,single,,,Fixed an issue where the Screen Reader did not read controller buttons for Upgrading and Reallocating Blessings.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Barbarian's Rumble Glyph did not accurately track the number of active Earthquakes.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where there was no UI indicator for the buff duration for Wrath of the Berserker.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where the third attack for Iron Maelstrom could occur twice.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Ring of Red Furor would occasionally track resources spent inconsistently.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where the Damage Bonus from Supernatural Blood Surge applied twice to the explosion from Blood-Bathed Aspect.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Essence Per Enemy Drained by Blood Surge affix was not properly granting Essence.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Rogue's Cunning Stratagem Paragon Node would not increase the damage of non-Core Skills that used Combo Points.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Aspect of Quickening Fog did not properly grant both bonuses from Aspect of Synergy.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue with Infiltrator's Aspect where Poison Traps placed before entering Stealth would not properly detonate when exiting Stealth.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Ambush did not increase damage when Stun Grenades deal damage with Explosive Verve Aspect equipped.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Shadow Clone was not properly benefiting from the increased Penetrating Shot damage from Eaglehorn.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Lightning Familiar would not properly trigger the Charged effect from Vyr's Mastery.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Barbarian Earthquakes could spawn Chaos Portals in Infernal Hordes.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Belial's transition between phases could be delayed if recovering from Stagger during transition.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Skeletal Mages could fail to upgrade to Arch-Mages when using the Hand of Naz.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where hostages during a Hostage event started at half health.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where activating a Nightmare Dungeon sigil with the Horadric Strongroom affix would also apply that affix to other dungeons.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where killing the Cannibal Champion too quickly in the Temple of Rot could block Stronghold progression.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where the fire in the Chapel in Nostrava could cause the player to deal on-hit damage to themselves.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where some Execute effects could occasionally affect Immune enemies.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Ravenous Soulspires and Hellspires could sometimes last indefinitely.
2.5.0,69713,"December 11, 2025",Gameplay,,,single,,,Fixed an issue where Barrier granted by Temerity could be drained by health regeneration from a life per second affix.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Fixed an issue where quest progression could be blocked for Inside the Black Tomb if the player's character was killed by Locran's Fire.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,"Fixed an issue where the associated item for the Raising Spears quest didn't spawn, which would block quest progression."
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Fixed an issue where the Portal when using Leave Dungeon sometimes didn't properly appear.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Fixed an issue where the Stockades Dungeon's gate was inoperable in the Eternal Realm.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Fixed an issue where newly dropped items could despawn when there was a lot of loot on the ground.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Fixed an issue where players on PlayStation™ could not use Trade Chat.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Fixed an issue where some console and Steam achievements for Vessel of Hatred wouldn't unlock properly if the requirements were met before buying the Expansion on console.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Fixed an issue where the Devoted Protector Steam Achievement wouldn't be unlocked when reaching Paragon 300.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Fixed an issue where some previously unlocked titles became unavailable.
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,"Various performance, stability, UI, visual, and audio improvements."
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$611330429$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$611330429$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$611330429$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,":host{width:<!---->24px;height:<!---->24px}:host([icon*=logo]),:host([icon=app-store]){width:calc(var(--logo-icon-scale) * <!---->24px);height:calc(var(--logo-icon-scale) * <!---->24px)}<!---->"
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$611330429$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$611330429$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$611330429$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$611330429$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Verifying Age...
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Careers
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,About
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Support
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Contact Us
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Press
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,API
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,English (US)
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,":host { display:inline-block; width:200px; color:currentcolor; fill:currentcolor; aspect-ratio:124 / 58; }
		svg {
			position: absolute;
			top: 0;
			bottom: 0;
			left: 0;
			right: 0;
			stroke: currentColor;
			pointer-events: none;
		}"
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,English (US)
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,Español (Latino)
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$542989553$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
2.5.0,69713,"December 11, 2025",Miscellaneous,,,single,,,?lit$784059075$
